"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","SOUTH CENTRAL","60","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,400",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","SOUTHEAST","90","CHOCTAW","023","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,850",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","SOUTHEAST","90","LEFLORE","079","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,450",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","SOUTHEAST","90","MCCURTAIN","089","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,600",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","SOUTHWEST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,200",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","WEST CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,400",""
"SURVEY","2012","YEAR","","COUNTY","OKLAHOMA","40","WEST CENTRAL","20","WASHITA","149","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,450",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","CLACKAMAS","005","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","500",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","LINN","043","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","MARION","047","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","800",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","7,300",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","NORTHWEST","10","YAMHILL","071","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,400",""
"SURVEY","2012","YEAR","","COUNTY","OREGON","41","SOUTHEAST","80","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,100",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","BLAIR","013","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","BLAIR","013","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","300",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CAMBRIA","021","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CAMBRIA","021","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,660",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CENTRE","027","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CENTRE","027","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,400",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CLEARFIELD","033","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","CLEARFIELD","033","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","980",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","COLUMBIA","037","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","22,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","COLUMBIA","037","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","DAUPHIN","043","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","DAUPHIN","043","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","890",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","HUNTINGDON","061","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","HUNTINGDON","061","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,300",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","JUNIATA","067","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","JUNIATA","067","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","MIFFLIN","087","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","12,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","MIFFLIN","087","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","780",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","MONTOUR","093","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","MONTOUR","093","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","400",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","NORTHUMBERLAND","097","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","NORTHUMBERLAND","097","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","780",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","PERRY","099","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","19,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","PERRY","099","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,350",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","SNYDER","109","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","SNYDER","109","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","890",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","UNION","119","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","CENTRAL","50","UNION","119","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","270",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","CARBON","025","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","330",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","LEHIGH","077","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","25,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","LEHIGH","077","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","870",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","LUZERNE","079","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","LUZERNE","079","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","850",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","MONROE","089","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","MONROE","089","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","430",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","NORTHAMPTON","095","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","33,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","NORTHAMPTON","095","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","380",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,400",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","SCHUYLKILL","107","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","27,600",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","EAST CENTRAL","60","SCHUYLKILL","107","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,640",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","BRADFORD","015","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","CLINTON","035","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","8,100",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","ELK","047","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","LYCOMING","081","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","22,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","LYCOMING","081","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","14,600",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","POTTER","105","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","POTTER","105","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","SULLIVAN","113","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,300",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","TIOGA","117","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTH CENTRAL","20","TIOGA","117","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHEASTERN","30","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHEASTERN","30","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","400",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHEASTERN","30","SUSQUEHANNA","115","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHEASTERN","30","WYOMING","131","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,100",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","CRAWFORD","039","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","35,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","CRAWFORD","039","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","ERIE","049","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","20,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","ERIE","049","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,200",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","MERCER","085","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","34,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","MERCER","085","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,800",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","700",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","VENANGO","121","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,100",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","NORTHWESTERN","10","VENANGO","121","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,100",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","ADAMS","001","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","ADAMS","001","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","860",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","BEDFORD","009","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","BEDFORD","009","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,510",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","CUMBERLAND","041","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","26,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","CUMBERLAND","041","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","FRANKLIN","055","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","39,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","FRANKLIN","055","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","600",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","FULTON","057","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","FULTON","057","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","YORK","133","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","65,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTH CENTRAL","80","YORK","133","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","830",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","BERKS","011","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","45,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","BERKS","011","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","BUCKS","017","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","BUCKS","017","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","950",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","CHESTER","029","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","LANCASTER","071","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","72,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","LEBANON","075","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","24,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","MONTGOMERY","091","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","340",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","4,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHEASTERN","90","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","510",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","ALLEGHENY","003","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","FAYETTE","051","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","GREENE","059","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","OTHER (COMBINED) COUNTIES","","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,190",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","SOMERSET","111","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","SOMERSET","111","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,620",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","WASHINGTON","125","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,600",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","WASHINGTON","125","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","550",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","WESTMORELAND","129","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","14,900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","SOUTHWESTERN","70","WESTMORELAND","129","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,940",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","ARMSTRONG","005","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","ARMSTRONG","005","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","BEAVER","007","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,700",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","BEAVER","007","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","800",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","BUTLER","019","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","17,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","BUTLER","019","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,900",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","CLARION","031","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","CLARION","031","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","1,500",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","INDIANA","063","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","22,300",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","INDIANA","063","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","3,200",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","JEFFERSON","065","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","9,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","JEFFERSON","065","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","LAWRENCE","073","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2012","YEAR","","COUNTY","PENNSYLVANIA","42","WEST CENTRAL","40","LAWRENCE","073","","","00000000","","OATS","OATS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","2,000",""
"SURVEY","2012","YEAR","","COUNTY","SOUTH CAROLINA","45","CENTRAL","50","CLARENDON","027","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","32,500",""
"SURVEY","2012","YEAR","","COUNTY","SOUTH CAROLINA","45","CENTRAL","50","LEE","061","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","25,600",""
"SURVEY","2012","YEAR","","COUNTY","SOUTH CAROLINA","45","CENTRAL","50","LEXINGTON","063","","","00000000","","CORN","CORN, GRAIN - ACRES HARVESTED","TOTAL","NOT SPECIFIED","5,800",""
